FixedAcidity,VolatileAcidity,CitricAcid,ResidualSugar,Chlorides,FreeSulfurDioxide,TotalSulfurDioxide,Density,pH,Sulphates,Alcohol,LabelAppeal,AcidIndex,STARS,TARGET
-2.9,0.45,0.07,31,0.03,-116,131,0.9905,3.57,0.28,6.5,1,7,Unrated,0
6.1,0.28,1.36,-46.6,0.03,56,435,0.99042,3.01,-0.43,7.7,0,7,Unrated,6
16.3,0.24,-1.43,6.7,-0.531,-93,-120,0.9963,2.67,1.11,9.8,0,8,2,4
2.1,0.22,0.22,16.65,0.435,39,482,0.97568,4.43,1.84,9,0,6,1,4
12.6,1.8,1.32,2,-0.036,-125,43,0.9593,3.35,0.58,17.7,0,7,Unrated,0
8.8,-0.44,0.35,4.8,0.03,-85,261,1.01556,3.36,0.6,16.3,1,7,4,7
6,0.34,1.79,5,-0.511,54,848,1.03631,3.28,0.52,11,0,7,Unrated,4
6.8,0.26,1,1.5,0.047,479,-257,0.95038,3.12,1.19,10.5,0,7,2,4
6.3,0.27,0.51,-38.5,-0.043,-225,200,0.97582,0.82,1.4,8.9,0,7,Unrated,2
7.3,1.22,0.27,70.9,0.03,-244,108,0.99388,3.2,0.36,11.6,1,7,Unrated,5
11.1,0.28,0.05,-33.8,0.047,42,-287,0.95335,3.1,-1.15,8.9,-1,7,2,3
6.7,-0.1,-1.21,9.2,0.181,179,150,0.98196,3.22,-0.17,10.9,0,7,1,3
8.5,0.27,0.55,3.9,-0.23,28,245,1.04612,3.14,2.05,9.7,1,8,1,4
13.2,0.46,1.52,-11.4,0.353,-263,68,1.00086,3.35,0.74,10.1,-1,7,1,2
14.3,-0.38,0.9,-103.3,-0.533,37,359,1.01753,3.08,0.46,9.9,-1,7,2,3
2.3,0.21,0.78,7.5,0.299,-204,503,0.9966,3.34,-1.23,11.2,0,7,Unrated,3
10.3,-2.59,0.36,37.4,0.035,204,-196,0.9891,4.18,0.64,12.1,1,6,4,6
17,0.58,1.86,-13.5,-0.797,28,554,0.9946,3.33,4.1,5.1,0,8,2,4
7.5,1.47,0.09,1.3,-0.034,235,149,0.9948,3.08,0.09,11.3,-2,9,2,1
7.2,0.23,-0.48,2.3,0.033,282,102,0.9908,3.33,0.54,6.4,-1,8,2,4
5.7,-1.16,0.22,36.8,-0.524,50,125,0.99571,3.2,0.13,10.1,0,6,2,4
14.1,1.7,0.1,60.3,-0.259,194,13,0.99855,3.96,0.49,9.5,1,9,Unrated,0
5.8,0.4,0.02,29.2,0.047,-392.5,-38,1.07757,2.95,0.27,9.6,-1,7,1,3
17.4,0.48,0.93,43.1,0.254,-191,154,0.9967,3.05,0.56,9,2,7,3,5
6.9,3.08,-0.25,2.1,0.052,145,146,0.94293,2.67,1.97,10,0,7,2,4
10.9,0.22,0.31,-61.4,0.296,91,204,1.00758,4.01,-0.64,13,0,8,3,5
9.3,-0.14,0.39,1.5,-0.166,41,-291,0.95522,4.16,1.02,10,-1,10,Unrated,0
8.6,1.06,-0.62,-94.7,0.643,16,109,0.98873,2.17,1.2,10.8,0,9,1,3
7.1,-0.51,-0.95,14.4,-0.058,35,-6,0.9986,3.07,0.53,5.6,2,8,3,7
12.2,0.23,-0.18,2.1,0.027,-160,281,0.99054,2.37,1.98,17.7,-2,7,1,2
6.3,1.29,0.22,1.5,0.563,-47,478,0.99238,2.68,0.48,10.2,1,7,3,4
3,0.17,0.17,27.4,0.049,26,378,0.90692,3,0.38,16.9,0,7,3,4
5.8,1.4,-0.02,2,0.043,39,-149,0.99226,4.12,1.34,7.5,0,6,1,4
6.6,-0.11,-0.49,-11.8,0.308,48,143,0.9912,3.06,0.52,12.4,-1,7,1,4
5,0.5,0.14,1.8,0.033,10,23,1.02219,3.53,0.61,10,-1,8,Unrated,2
7.7,0.19,0.27,-33.2,0.057,512,155,1.04268,2.94,0.41,11,2,8,3,8
9.2,-0.52,-0.73,10.4,-0.071,129,-353,0.99203,4.02,0.37,10.6,1,6,3,4
0.3,-1.435,-0.82,-12.45,0.047,16,81,1.00677,3.23,0.53,18,-1,8,4,4
0.4,-0.05,0.08,22.7,-0.442,29,86,0.9942,3.41,-0.67,11,0,7,4,5
1.5,0.41,0.02,0.9,0.624,32,-214,1.02278,3.14,-0.89,5.5,1,7,2,3
-5.5,0.31,0.47,-39.8,0.053,46,144,0.96456,3.29,-1.86,4.5,0,6,2,3
6.2,0.42,0.34,1.1,0.03,-131,613,1.00296,1.24,0.45,8.3,-1,7,1,0
7.9,3,0.4,8.1,0.046,68,438,0.99494,2.47,0.5,9.5333333333,2,7,2,6
-8.1,0.28,0.46,15.4,0.069,-361,177,1.0004,3.27,0.91,9,1,9,2,3
5.9,1.08,0.32,1.85,0.622,220,457,1.02225,3.27,1.27,10.2,0,7,1,4
6.9,2.43,0.22,-31.3,-0.037,233,-34,0.97732,2.1,-0.66,11.6,-1,8,Unrated,1
7.6,0.49,1.69,1.9,0.074,179,351,0.99706,2.3,0.5,5.6,0,8,1,3
7,0.24,1.61,53.1,0.04,41,45,1.0034,4.06,0.59,17.6,-1,8,Unrated,0
18.4,0.19,0.33,-11.5,0.331,42,127,1.01062,4.58,1.92,12.2,-1,8,Unrated,3
-0.7,1.64,0.8,8.6,-0.024,21,150,1.03168,3.06,0.46,10.3,-1,8,2,2
13.2,0.27,0.29,-15.3,-0.036,6,-14,0.99763,2.81,0.54,10.6,-1,7,Unrated,1
-0.3,0.925,0.22,-40.3,-0.496,71,84,0.98972,3.06,0.57,10.1,0,12,2,3
13.9,0.14,-0.28,1,-0.546,-358,81,0.99043,4.04,0.54,11.4,0,7,2,4
6.2,0.3,-0.01,-62.8,0.22,27,183,0.99648,3.3,0.29,12.7,1,7,2,4
9.8,-0.64,-0.54,2.4,0.042,165,571,0.97543,3.24,1.74,9.5,0,10,Unrated,0
13.2,0.24,3.12,80.3,0.035,60,-32,0.95411,2.8,0.44,9.6,-1,6,1,3
17.1,-0.51,0.39,27.85,0.04,-147,89,0.9911,2.21,0.4,11.4,1,7,2,6
8.8,0.29,-0.96,5.5,0.053,-70,-77,0.95178,3.02,-1.33,8.9,0,7,Unrated,0
6.7,0.68,1.55,-109.5,0.169,26,-152,0.9954,4.07,1.13,9.6,0,7,2,3
15.3,0.34,0.49,1.4,0.075,-179,-427,0.99543,3.13,0.74,16.8,1,13,Unrated,0
4.3,0.415,0.19,1.6,0.039,27,314,1.04133,2.99,0.57,15.2,-1,6,Unrated,0
5.1,-0.87,3.19,1.6,0.027,-29,89,0.9893,3.51,0.38,12.5,1,6,2,6
6.7,2.93,0.51,8,0.062,50,446,0.99545,3.13,0.5,13.7,0,7,2,3
15.5,1.14,-0.92,50.1,0.045,21,436,1.01143,2.05,1.93,6.3,0,9,1,3
6.7,1.02,-0.72,52.8,-0.234,35,535,0.99628,1.37,0.91,9.4,1,8,3,4
12,0.48,0.61,2.4,0.077,6,456,0.9863,1.97,1.59,13.1,1,11,2,4
0.1,0.505,0.49,-17.9,0.869,522,-111,0.95268,3.08,0.54,5.2,-1,7,1,3
17.2,0.22,-1.88,-10.5,0.046,73,90,0.94958,3.94,1.23,15.4,1,7,2,5
11.1,0.07,-0.69,65,0.029,-44,87,1.02422,3.05,2.21,12.6,-1,8,2,4
-1.4,0.25,0.31,2.3,0.634,32,-193,0.98662,2.22,1.68,9.4,0,8,3,4
13.4,-0.22,0.52,1.4,-0.067,177,-382,0.94791,3.31,0.77,11.2,-1,12,Unrated,0
0.4,0.5,0.49,53.9,-0.008,51,500,0.9926,4.36,0.27,12.7,0,9,4,6
13.8,1.55,1.3,44.1,0.234,121,354,0.98871,3.72,0.56,9.2,-1,13,Unrated,0
8.7,0.23,0.39,55.7,0.215,58,65,1.01668,4.3,1.8,12.7,1,8,2,6
16.4,0.03,1.04,1.6,0.039,-65,296,0.98957,3.33,0.46,10.8,2,7,2,7
13.9,0.16,0.2,1.1,0.13,-124,321,0.9927,3.12,-1.12,8.6,0,7,1,5
7,0.13,-0.94,-75.3,-0.11,274,-215,0.99118,3.08,0.41,8.2,1,8,4,7
4,0.265,0.19,28.6,0.363,-93,-254,0.99704,2.69,-0.07,10.8,1,6,4,5
18.8,0.22,0.49,-23.2,0.037,53,241,0.9951,1.82,-1.27,10.6,-1,9,2,3
11.9,0.41,-1.13,43.2,-0.292,-47,501,0.99469,2.91,0.25,16,2,7,3,6
-3.9,1.5,0.26,2.5,0.097,250,31,0.94366,3.27,0.92,3.6,0,10,1,0
11,0.25,0.24,5.2,-0.28,30,-276,0.94674,3.16,2.2,10.7,-1,7,2,4
-3.2,-0.62,0.08,-2.1,0.07,-8,26,0.99358,4.44,3.25,12.5,-1,7,2,4
16,-0.91,0.34,18,-0.122,-189,148,0.9912,3.32,0.59,16.1,1,7,3,7
8,0.22,0.32,10.4,-0.519,71,201,0.89754,3.11,0.53,9.5,0,9,2,4
-1.7,1.22,0.55,36.6,0.136,24,-329,0.99752,3.35,0.85,10,0,11,Unrated,0
-4.9,-0.41,0.32,5.1,-0.107,40,98,0.9898,3.42,-0.67,15,1,5,Unrated,0
6.9,0.22,0.32,9.3,0.351,22,110,1.04244,1.64,0.54,10.7,-1,7,Unrated,4
4.8,0.26,0.37,-32.9,0.043,73,319,0.9977,2.43,0.56,5.3,1,8,2,4
6.5,1.41,0.38,7.2,0.474,-22,-209,1.01481,4.37,0.5,9.6,1,7,3,4
-0.9,0.69,-1.4,1.9,-0.327,163,10,1.08605,3.35,0.6,9.7,1,8,Unrated,0
-2.5,-1.19,0.08,-18,0.029,39,128,0.99272,3.37,0.41,13.8,1,8,2,6
9.9,0.22,0.28,2.2,0.504,24,142,0.9917,4.4,1.1,10.5,-1,7,1,3
6.9,0.35,-0.58,11.95,-0.511,182,111,0.99687,3.11,0.29,9.7,1,8,2,4
14,1.03,-0.75,2,0.583,19,-81,1.00405,3.3,0.48,7.7,0,9,Unrated,3
12.3,-0.53,0.24,4.9,0.162,-64,123,0.98001,2.72,-0.39,8.6,0,7,2,4
7.1,0.26,1.05,14.45,-0.37,57,30,1.0007,2.96,2.07,9.2,0,8,2,4
7.4,0.28,1.38,0.9,-0.113,-467,126,1.03294,2.98,-0.75,9.7,1,8,2,5
6.9,1.73,-0.23,22.7,0.053,169,121,0.993,2.43,0.7,11.4,-2,7,2,1
17.2,0.21,-1.33,8.1,0.047,255,114,1.04098,4.25,1.9,6.7,1,8,3,5
7.6,1.58,0,6.3,-0.414,-456,-100,0.9924,2,1.26,5.2,0,8,3,5
7.4,0.19,0.27,15.5,-0.338,25,135,1.04011,4.12,-0.48,3.3,1,8,3,6
8.6,0.16,0.79,46.6,0.043,227,302,0.97636,3.08,0.44,6.9,0,9,Unrated,0
6.4,1.29,1.36,10.3,0.623,137,138,0.94667,3.62,2.11,11.5,-1,7,2,4
8.4,-0.12,-2.73,12.15,-0.085,37,-286,1.0283,2.85,0.56,10.8,1,9,3,5
-2,0.18,-1.02,46.1,0.039,29,38,1.03643,3.11,0.45,6.1,0,7,4,5
14.3,0.21,0.34,1.4,0.009,199,112,0.99091,2.97,1.38,11,0,7,2,4
0.5,-0.21,0.41,20.8,0.039,48,269,0.99052,2.69,-0.24,9.7,0,7,1,3
9.1,1.57,0.49,34.6,0.094,38,144,1.03671,3.08,0.59,9.1,-1,10,Unrated,0
5.9,0.31,1.65,2.2,-0.506,-102,167,0.9926,3.37,-0.03,14,0,7,Unrated,4
14.9,-0.36,0.28,6,-0.349,345,-74,1.00682,3.11,0.45,10.9,0,7,3,5
7.8,0.445,0.56,7.7,0.04,8,-322,0.94728,4.17,0,15.3,1,9,1,4
1.7,-0.965,1.35,32.5,0.043,-147,395,0.9936,3.08,-2.12,11.2,-2,8,Unrated,0
17.3,0.33,0.14,4.8,0.052,27,-611,1.01384,3.21,0.48,9.4,0,7,3,3
7.1,-1.16,0.27,38.7,-0.164,26,260,1.04211,2.52,-0.2,11.5,0,8,3,5
6.2,1.17,0.35,42.8,0.051,24,111,0.96568,2.76,-0.95,11,-1,7,Unrated,1
6.9,0.41,0.72,1.15,0.291,160,513,0.97384,3.37,0.38,11.4,2,7,3,5
6.9,0.18,1.26,8.1,1.172,44,242,1.04253,3.11,0.54,11.3,-2,7,Unrated,2
-2.8,0.41,0.27,42.8,0.629,174,472,0.99672,1.77,0.41,14.4,0,7,1,4
6.5,1.08,0.32,-24.2,-0.956,62,128,1.04402,3.18,-0.93,9.6,1,7,4,5
6.5,0.24,0.34,54.2,-0.308,35,200,1.00758,5.13,-0.95,16.7,-1,7,1,2
2.7,0.52,-0.67,-34,0.047,93,215,0.99542,3.19,0.48,15.8,0,7,2,4
7.3,0.56,-0.78,19.3,0.303,55,463,0.99695,3.32,-1.11,3,0,8,2,4
8.8,0.27,-0.7,33.3,0.1,306,27,1.04393,3.15,0.69,13.8,1,9,4,5
7.5,-0.32,-1.05,10.9,-0.074,-252,124,0.9948,3.3,-1.33,13.3,-1,7,2,2
9.4,0.93,0.93,4.45,0.149,33,182,0.9924,2.6,0.41,-1.1,0,9,2,4
3.9,1.1,0.68,1.5,0.05,31,375,0.9946,3.32,1.25,14.9,0,8,1,4
5.9,0.42,-0.52,2.4,0.034,-149,77,0.99184,4.33,0.01,10.9,2,7,4,5
6.9,0.19,-0.52,49.4,-0.282,49,550,0.9932,3.2,0,16.8,0,8,Unrated,0
9.1,0.22,1.24,1.9,0.661,-187,332,0.99774,2.25,0.62,12.5,0,10,2,4
10.5,-0.72,1.74,-80.6,0.039,215,498,0.99678,3.38,0.78,10.3,1,7,4,6
-3.4,-1.08,0.39,2,-0.404,-463,100,0.96975,1.84,0.52,10.9,0,9,3,3
-2.5,-1.17,-0.12,-39.3,0.551,169,154,0.9934,3.08,0.45,5.5,0,7,2,3
-1.5,-0.31,-0.25,4.1,0.432,162,116,0.994,3.51,0.38,9.4,1,7,3,5
6,2.3,0.32,-10.5,0.256,36,242,0.99215,2.7,1.67,10.8,-1,7,Unrated,3
7.1,-0.44,-0.74,-54.6,0.231,32,59,0.99617,2.35,3.67,12,-2,10,1,0
10.5,1.66,0.53,10.05,0.429,47,46,0.99375,3.33,0.68,11.2,0,6,Unrated,0
6.2,-0.13,0.2,18.1,-0.115,23,158,1.02884,3.15,0.5,7.2,-1,7,Unrated,0
14.5,0.25,-0.52,62.4,0.082,50,421,0.9995,3.03,-0.59,9.2,1,9,2,5
6.2,0.3,-0.6,6,0.614,28,106,0.988315,3.5,-1.07,20,1,7,2,5
-1.3,0.63,0.17,2.9,0.099,163,312,1.00842,4.34,0.52,6.3,1,9,Unrated,0
9.6,0.22,0.85,9.7,-0.124,211,192,0.9965,3.08,-0.36,8.4,1,8,3,5
9.6,0.92,-0.42,2.4,0.087,19,115,0.99045,2.77,0.44,9.4,0,11,2,4
6.5,0.5,0.33,2.2,0.051,47,131,0.95054,5.09,1.52,4.1,0,7,Unrated,0
9.4,-0.24,0.63,2.8,0.092,267,-363,1.01471,3.19,1.95,10,1,10,Unrated,0
8,0.27,-1.02,1.2,0.018,281,499,0.97664,3.87,-1.03,10.3,-1,6,1,3
4,0.84,0.35,2.6,0.431,33,70,0.99146,3.22,0.9,11.3,0,7,1,4
-7.7,0.32,0.6,2.6,-0.323,246,-315,1.03483,3.25,0.61,10.6,1,14,2,4
-0.5,0.49,-0.79,2.6,0.068,-177,246,0.96559,4.19,0.63,10.5,1,8,2,4
7.2,0.24,-0.77,12.75,0.451,8,356,0.99386,2.43,0.57,12.9,1,7,4,5
6.9,-1.04,0.36,1.3,0.036,126,381,1.01811,2.17,0.95,-1.6,-1,7,1,4
16.6,0.35,0.35,1.1,0.045,14,167,0.992,3.34,0.68,3.6,-2,6,1,2
6.8,0.34,-0.51,-63,-0.485,23,185,0.9928,3.51,-0.62,5.3,0,8,Unrated,4
9.3,1.84,0.55,2.1,-0.321,1,189,1.04814,3.11,1.6,8.2,0,13,3,4
0.2,1.94,0.64,2.6,0.086,28,-401,0.9662,3.38,0.74,10.7,0,8,Unrated,0
7.8,0.34,-0.86,2,0.481,232,-245,0.9964,3.34,0.59,15.6,-1,9,2,0
11.9,1.8,-0.97,2.1,0.18,231,-102,1.04206,2.35,0.64,13.4,-1,7,Unrated,2
8.2,0.61,0.45,-56.3,0.581,45,162,1.00604,2.17,0.34,7.1,0,9,3,3
13.6,-1.02,0.33,10.1,-0.255,-218,458,0.9949,3.91,-0.69,11.1,0,8,1,0
9.4,0.25,-0.98,45.1,0.059,100,-223,0.9984,3.51,-0.98,9.8,1,7,4,5
6.6,1.84,-1.05,-14.3,0.035,10,363,0.98916,3.87,-0.21,7.7,-1,7,1,0
-8.1,0.23,0.46,-52.1,0.524,9,72,0.9941,5.14,2.16,5.5,0,9,3,4
6.7,0.28,0.31,7.4,0.637,-74,81,1.02966,3.65,-2.47,17,0,7,2,6
-2.2,0.25,1.99,4.1,0.041,-164,-72,0.95758,3.25,0.59,11.3,1,8,1,5
4.9,-0.33,0.44,1,-0.446,24,424,1.03068,4.07,-0.12,11.2,1,9,Unrated,0
5.7,-1,0.3,-17.6,-0.321,250,212,0.98963,2.92,0.13,15.65,2,6,4,6
-15.7,0.3,-0.01,-15.7,0.058,-351,215,0.98665,3.19,1.68,9.6,-1,7,1,3
8,0.2,1.85,9.1,-0.229,-103,111,0.99158,3.09,0.32,11.2,0,9,3,4
6.8,-0.81,0.29,11.9,-0.404,311,304,0.95249,3.02,0.58,10.4,1,7,3,5
-2.8,0.23,0.36,17.2,0.039,37,510,0.99946,3.65,0.01,-0.1,0,7,Unrated,0
8.9,0.48,-0.65,3.9,0.17,71,148,0.95786,3.17,1.15,10.8,-1,10,1,0
5.8,0.3,0.47,54.9,0.202,48,136,0.9927,3.19,0.45,9.5,0,7,2,3
6.2,0.34,0.25,12.1,0.059,33,149,1.02835,3.14,0.56,13.1,-1,7,2,3
6.2,0.98,0.25,17.9,0.03,35,105,1.05289,4.56,0.44,8.9,0,7,3,5
6.6,0.88,0.33,7.4,0.123,-320,95,0.99268,3.25,0.49,9.6,1,6,3,5
13.2,1.76,-2,12.7,-0.052,25,136,1.01801,3.63,0.59,9.3,-1,8,1,3
-7.5,0.25,0.32,10.3,0.041,66,272,0.9969,3.83,0.52,9.1,0,8,1,4
6.6,0.75,0.5,71.8,0.036,41,119,0.97286,3.34,-0.59,11,0,7,1,4
8.6,0.34,0.36,1.4,0.125,60,119,1.00261,3.65,0.47,9.4,-1,9,2,1
-9,1.35,-0.36,-53,-0.041,-77,-126,0.94212,3.38,-1.19,14.1,0,7,2,3
7.4,-0.92,0.36,-17.5,0.067,134,178,0.9976,3.01,-0.51,14,0,8,Unrated,4
10.4,0.34,-1.04,-115.5,-0.345,157,399,1.02578,1.57,-0.26,9.3,0,7,1,0
6.8,0.63,-0.5,51.3,0.058,275,133,1.03334,3.36,1.35,10.2,1,7,1,3
6.6,0.34,0.4,-49.5,0.046,198,170,0.94404,3.38,0.23,4.4333333333,-1,7,Unrated,0
0.5,1.11,1.74,14.9,-0.234,82,142,0.99705,3.14,-0.38,9.7,0,7,2,4
11.8,0.27,0.46,-53.5,0.034,254,140,1.02054,2.84,1.81,11.1,0,7,2,4
8.6,1.13,-0.46,11.8,-0.118,29,-304,0.95014,3.49,0.66,2.7,-1,6,2,3
6.8,1.32,0.24,-122.7,0.22,56,-140,1.01575,3.26,0.46,15.4,-1,7,1,3
6.8,0.69,0.25,1.4,-0.062,34,-81,0.99668,3.19,3.6,12.4,1,9,2,4
6.2,0.25,0.26,13.5,-0.303,26,-154,0.99784,2.26,0.31,6.5,-1,7,3,3
-4.2,0.65,0.06,-50.4,0.042,6,-386,0.99348,4.16,0.54,16.05,0,7,Unrated,0
6,0.16,0.3,50.3,0.579,43,-157,1.0443,3.24,1.78,19.2,0,6,1,3
21.1,-0.69,0.43,-45.7,0.581,-235,72,0.9918,3.23,0.53,14.4,-1,8,1,3
5.7,0.33,3.14,112.9,0.052,391,128,0.99475,4.38,2.01,12.1,1,7,3,4
15.7,0.43,0.49,13,0.033,37,158,0.94895,5.52,0.35,11.3,0,9,1,4
9.2,0.24,0.31,2.3,0.579,63,113,0.99013,3.29,0.15,12.9,-1,7,3,3
6.2,-0.71,-0.29,1.6,-0.176,40,-318,0.98914,4.11,0.41,15,0,7,3,5
4.8,-0.59,-0.54,2,0.03,-115,437,0.94658,3.37,2.06,11,0,7,Unrated,5
6.2,-0.09,0.3,16.9,0.359,-66,-352,0.99728000000000006,3.18,0.47,-0.1,0,7,3,4
1.3,-0.67,0.39,-16.5,-0.435,267,-111,0.99054,3.27,0.27,11.5,-1,7,1,4
18,0.34,0.19,7.2,-0.518,541,-334,0.95667,3.11,0.41,12.1,-1,8,1,3
22.5,0.64,-0.87,2.3,-0.054,14,438,1.03899,2.37,0.9,4.2,-1,7,2,3
7.4,-1.06,0.23,-37.1,0.045,53,147,0.99731,2.23,0.99,10.5,1,8,Unrated,0
4.1,0.26,1.17,-48.3,-0.22,17,121,1.00361,3.09,0.72,11.6,1,9,4,6
9.7,0.44,-0.82,-54.8,0.039,5,-56,1.02288,2.53,0.86,9.9,0,11,2,4
-12.5,1.35,0.29,24.6,0.036,-185,579,0.99168,2.59,0.43,12.2,0,8,2,4
-0.6,1.32,-0.72,31.4,0.321,241,108,1.02629,5.68,0.35,6.7,0,9,1,4
7.1,0.97,-0.62,3.6,-0.361,-245,-15,0.993,1.85,0.78,11.4,0,8,1,4
6.8,-0.41,-0.8,1.1,-0.261,32,133,0.98483,3.15,0.45,11,0,7,3,5
6.9,0.73,0.28,7.8,-0.276,43,56,0.96835,2.96,0.6,7,0,7,3,6
-2.3,0.95,2.02,14.35,0.578,118,191,1.01397,3.32,0.88,8.7,0,10,2,0
5.3,0.33,-0.55,7.8,0.052,-67,183,0.99657,3.39,0.65,9.5,0,7,1,3
6.9,0.03,1.55,56.8,0.036,-203,440,0.9934,2.68,-2.47,9.5,2,7,3,7
5.8,0.33,1.01,38.3,0.164,-117,104,0.9909,2.4,-1.06,15.55,0,6,2,5
-9.1,0.22,0.3,10.6,0.499,67,194,0.99654,2.89,0.42,10,1,7,2,5
6,0.62,-0.24,2.3,0.044,20,377,0.9895,3.31,1.5,16.6,0,7,3,5
12.1,0.38,0.68,1.6,-0.331,22,-224,0.9948,3.02,0.45,10.4,2,10,1,6
-4.1,1.58,1.37,49.5,0.056,50,163,0.95394,3.19,0.12,14.7,2,8,2,6
-3.8,1.61,0.71,45.6,-0.515,-200,351,0.9983,2.99,0.3,9.2,0,8,3,4
7.5,0.33,0.32,-32.9,-0.353,25,-61,0.99552,2.87,2.08,10.5,0,8,4,4
7.1,0.85,-0.3,53.3,0.046,255,-319,0.9998,5.03,0.39,8.7,-1,8,1,2
19.3,0.31,0.22,13.3,0.048,125,212,1.01013,4.48,0.49,15.9,0,8,1,3
8.4,1.07,0.4,8.9,-0.125,33,93,0.9988,4.61,-2.12,11.2,-1,9,2,2
-3.4,-0.015,0.33,25.8,0.049,28,222,0.9927,2.97,1.01,10,1,6,1,4
14.7,1.33,-0.78,33.9,0.063,-415,526,0.99561,2.86,1.72,11.5,-2,7,1,1
8.9,0.61,2.02,-13.5,-0.173,-231,110,0.9972,3.12,0.59,9.3,2,10,1,5
-1.9,0.17,-1.66,2.9,0.636,27,-102,0.99243,3.45,0.81,10,0,6,2,3
10.2,0.01,0.66,-50,0.059,-113,25,0.98675,3.34,0.79,25.1,0,10,3,5
6.5,1.22,0.24,12.1,0.046,198,542,1.03297,2.99,0.78,9.5,1,7,Unrated,0
6.8,0.31,0.19,56,0.086,30,130,0.993,1.56,0.44,7.4,0,7,1,3
2.4,0.38,-0.19,-105.8,0.06,5,113,1.02275,2.6,1.2,10.6,1,7,Unrated,0
8.5,-1.1,-0.94,49.2,0.036,24,499,0.9932,2.53,0.01,10.5,1,9,2,5
7,-0.16,0.31,1.8,0.249,-223,-96,0.97737,2.02,0.87,9.4,-1,8,1,2
7.4,0.32,0.55,-18.6,0.025,53,552,0.95545,2.96,1.24,8.7,0,8,3,4
7.4,0.04,0.5,69.3,0.587,262,122,1.00639,2.28,0.44,9,-2,8,1,1
16.7,-0.46,0.48,-7.4,0.258,35,181,0.9436,4.6,0.74,14.6,1,7,3,5
9.9,0.865,0.03,-29.1,0.449,27,58,0.995,2.48,0.44,18.2,0,7,2,4
3.8,1.2,0.32,-19.4,-0.689,-216,159,0.99452,2.28,2.05,10.5,1,7,2,5
6.2,0.485,-0.14,1.5,0.065,275,380,0.994,3.63,2.11,9.7,0,6,1,2
23.1,0.21,0.44,1.6,0.095,10,194,0.99055,3.07,1.51,9.2,0,16,Unrated,0
-3.8,0.3,1.62,30.75,0.025,51,202,0.9928,2.6,0.32,8.8,0,8,2,4
-3.6,0.22,-1.21,8,0.387,46,375,0.97856,2.25,-0.72,11.5,-1,9,1,0
4.4,0.43,1.87,-1.55,0.032,42,164,1.00844,3.29,-0.58,12,1,9,2,5
6.7,1.06,0.93,30.9,-0.902,14,96,0.94133,3.16,-1.12,9.3,0,7,Unrated,0
0.5,0.72,-0.6,25.8,0.076,-228,-349,0.94874,3.39,0.65,24.7,0,9,1,3
3.2,0.27,0.69,3.2,0.384,156,448,0.97473,3.04,-0.57,11.4,0,8,2,4
5.8,-0.8,0.26,1.15,-0.321,20,553,1.02193,3.27,0.43,9.7,0,6,3,4
6.9,0.19,0.38,1.15,0.434,38,297,0.99047,3.11,-0.93,6.3,0,7,2,3
-0.6,0.14,0.27,4.5,-0.423,27,95,0.99175,2.68,1.18,14.1,0,8,2,0
6.7,0.26,1.93,5.8,0.025,161,74,0.9929,3.33,0.53,0.8,0,7,1,4
6.7,0.46,0.18,50.8,0.034,25,98,0.9896,3.08,-2.69,13.3,0,7,2,5
-2,0.26,0.49,-32.1,0.032,31,-698,1.03584,2.25,-1.05,6.4,-1,8,2,6
5.6,0.19,0.27,43.9,-0.123,52,513,1.05807,3.5,0.39,11.2,0,6,2,3
7.2,1.57,1.94,47.7,0.402,-176,154,1.0825,3.2,-0.89,10.4,0,8,1,4
8.1,0.28,-1.51,-38,-0.356,18,258,1.03522,4.25,-0.45,8.5,1,9,1,0
19.8,0.22,0.38,14.8,0.054,75,49,0.95728,3.22,0.5,12.3,1,9,2,4
27.1,1.5,-0.55,64.8,-0.348,36,120,0.97311,3.38,0.4,11.5,0,6,2,4
7.2,-1.2,0.18,-38.7,0.405,-200,406,0.99744,3.42,2.17,11,0,6,2,5
-2.6,0.23,0.35,34.3,-0.197,60,171,0.97687,3.59,0.59,7.1,0,8,1,4
7,-1.02,-0.06,14.9,0.032,40,536,1.08317,3.48,0.61,8.9,0,8,2,5
7.1,1.6,0.16,13.1,0.072,-215,107,1.04275,2.13,0.85,9.4,-1,8,3,3
2.2,1.58,0.9,1.5,-0.403,36,117,0.99001,2.57,0.54,9.7,-1,7,2,3
4.8,1.07,-1.34,-6.5,0.365,-147,-55.5,1.03741,2.76,0.46,8.9,2,8,4,8
17.1,0.28,0.29,-20.8,0.051,25,12,0.99911,2.95,0.66,9,-1,7,1,2
7.2,-0.38,-1.15,31,-0.128,15,135,0.97479,3.23,2.18,11.3,0,8,4,5
-4.5,0.29,-0.74,-42,-1.066,-183,201,0.99954,3.3,0.67,9,0,8,2,3
6.5,0.37,0.3,17.6,0.033,-257,107,0.98894,3.14,-0.21,15.7,0,7,4,5
18.4,-2.42,-0.08,25.9,0.07,236,255,0.9978,2.33,0.71,9.3,-1,10,Unrated,0
-2.9,-0.8,0.42,1.7,0.257,49,354,1.04248,3,-0.45,10.4,2,8,3,6
7.3,0.28,1.04,11.8,0.67,21,123,0.97087,3.19,0.01,11.8,0,8,1,3
7.7,0.96,0.2,2,0.047,15,60,1.08575,2.17,1.78,10.9,1,9,3,4
18.3,0.26,-1.13,1.9,0.935,52,-130,1.00886,3.23,0.73,17.4,0,8,Unrated,4
